"id"	"host_id"	"host_name"	"borough"	"number_reviews"	"review_scores"	"scaled_scores"	"losing_scores"	"price"	"room_type"	"minimum_nights"	"area"	"rental_price"	"availability_2017"	"availability_2018"	"availability_total"
9895587	31534322	"Nia"	"Queens"	71	9.21	92.15	7.85	207	"Private room"	2	1777.6	2409.3	58	60	118
15552357	100107219	"Antoine"	"Brooklyn"	92	9.64	96.41	3.59	280	"Entire home/apt"	2	2658.3	3287.3	141	138	279
15216399	95765103	"Glory"	"Brooklyn"	36	9.55	95.46	4.54	148	"Private room"	2	1459.9	1908.3	364	339	703
4122050	21383697	"Mahfud"	"Manhattan"	127	9.28	92.81	7.19	268	"Private room"	3	2012.7	4561.1	24	28	52
9260616	8996900	"Kristine"	"Brooklyn"	81	9.7	96.98	3.02	276	"Entire home/apt"	4	2613.1	3548.8	0	12	12
14682981	20847630	"Ted"	"Brooklyn"	63	9.7	96.99	3.01	233	"Entire home/apt"	3	3072.1	3018.1	175	170	345
13605171	14751888	"Mary"	"Manhattan"	56	9.29	92.92	7.08	219	"Private room"	2	1637.6	2534.2	0	32	32
13623671	26500909	"Sarah"	"Brooklyn"	64	9.75	97.52	2.48	194	"Private room"	2	1680.3	4455.6	0	11	11
13770856	65809485	"Shirley"	"Queens"	61	8.41	84.08	15.92	177	"Private room"	3	1613.5	2765.1	172	167	339
15870194	9592326	"Steven"	"Brooklyn"	71	9.13	91.32	8.68	194	"Private room"	2	1649.9	3804.7	81	81	162
12028733	52474491	"Arthur"	"Brooklyn"	80	8.2	81.98	18.02	236	"Private room"	1	1976	3677.1	0	17	17
619471	3069794	"Hayley"	"Brooklyn"	79	8.33	83.29	16.71	202	"Private room"	3	1716.8	3744.1	365	329	694
13006856	32273969	"Jane"	"Manhattan"	96	8.47	84.67	15.33	309	"Entire home/apt"	2	2438.3	3784.6	311	297	608
17964554	123362908	"Jason"	"Brooklyn"	56	1.94	19.44	80.56	326	"Entire home/apt"	2	3229.3	5919	83	83	166
14373079	1359449	"Kelly"	"Brooklyn"	100	8.28	82.81	17.19	200	"Private room"	2	1685.5	3842.3	352	332	684
5381943	4693468	"Melissa"	"Manhattan"	110	8.54	85.39	14.61	243	"Private room"	1	1755.3	4519	314	300	614
12358120	2640854	"Bryan"	"Manhattan"	82	9.31	93.08	6.92	318	"Entire home/apt"	3	2660.5	3947.9	0	14	14
424767	2103888	"Akari"	"Manhattan"	127	9.18	91.83	8.17	348	"Entire home/apt"	1	3086.6	5494.5	300	288	588
13019720	57574248	"Christine"	"Manhattan"	56	9.45	94.53	5.47	311	"Entire home/apt"	2	2528.9	3953.8	0	11	11
10000943	6891770	"Mido"	"Manhattan"	87	9.44	94.38	5.62	302	"Entire home/apt"	2	2419.8	5168.7	0	12	12
7801270	31397204	"Marie-Theres"	"Manhattan"	88	8.35	83.5	16.5	334	"Entire home/apt"	2	3196.6	6451.3	45	48	93
6524913	1481802	"David"	"Manhattan"	42	9.1	90.98	9.02	286	"Entire home/apt"	14	2858.8	4329.1	0	28	28
11926941	4501003	"Brooke"	"Brooklyn"	86	8.61	86.12	13.88	238	"Entire home/apt"	1	2421.9	4088.6	0	33	33
54158	10889	"Bob"	"Brooklyn"	86	9.72	97.25	2.75	325	"Entire home/apt"	2	3026.2	4578.9	247	238	485
16044615	7999	"Misaa"	"Brooklyn"	89	9	90.05	9.95	196	"Private room"	1	1685.1	3658.7	35	38	73
15799338	102222383	"Graham"	"Brooklyn"	66	9.63	96.33	3.67	258	"Private room"	2	2117.1	4626.8	0	17	17
185478	889963	"Eddie"	"Brooklyn"	123	9.52	95.18	4.82	262	"Entire home/apt"	1	2639.6	4275.7	252	243	495
13040801	4833843	"Heidi"	"Brooklyn"	89	9.57	95.69	4.31	299	"Entire home/apt"	2	3436.6	5299.5	0	22	22
17268340	116427778	"Mel"	"Brooklyn"	75	8.71	87.09	12.91	189	"Entire home/apt"	1	2094.4	2799.2	39	42	81
9410580	47993495	"GiGi"	"Manhattan"	115	7.35	73.47	26.53	189	"Private room"	1	1449.9	2015.7	84	84	168
13000483	1261588	"Julian"	"Brooklyn"	106	9.52	95.23	4.77	290	"Entire home/apt"	2	3274.7	5144.4	223	216	439
13359933	35681025	"Maxwell"	"Manhattan"	74	7.28	72.85	27.15	220	"Private room"	1	1658.2	2849.6	289	277	566
8164877	9862206	"Devon"	"Brooklyn"	97	9.64	96.39	3.61	209	"Private room"	1	1768.9	2497.7	0	17	17
2874602	1836667	"Josh"	"Brooklyn"	88	9.15	91.5	8.5	214	"Private room"	1	1772.5	3347.2	0	10	10
8552070	3656083	"Juan"	"Brooklyn"	77	9.69	96.93	3.07	210	"Private room"	4	1775.5	3159.1	251	242	493
93540	501527	"Nichol"	"Brooklyn"	72	8.71	87.11	12.89	302	"Entire home/apt"	3	4607	3914.8	361	338	699
8392882	25144266	"Therina"	"Queens"	16	9.83	98.34	1.66	209	"Private room"	1	1785.8	3286.6	1	9	10
18051531	593103	"Sylvia"	"Brooklyn"	52	9.65	96.47	3.53	184	"Private room"	2	1622.8	3243.5	38	41	79
12812370	9631746	"Charese"	"Manhattan"	70	9.44	94.44	5.56	291	"Entire home/apt"	1	2348.9	4090.2	0	11	11
14255781	40579250	"Shirlette"	"Brooklyn"	99	9.09	90.89	9.11	249	"Private room"	1	2050.6	3914.9	297	285	582
15326173	3333690	"Nick"	"Manhattan"	90	9.42	94.2	5.8	267	"Entire home/apt"	1	2630.1	3440.5	218	211	429
10744879	39285860	"Clean Positive"	"Manhattan"	101	8.77	87.69	12.31	166	"Shared room"	1	1053.8	2624.9	350	330	680
17209047	115823826	"Aloon"	"Manhattan"	46	9.21	92.08	7.92	321	"Entire home/apt"	1	3222.2	5485.6	310	296	606
13616086	4522887	"Vicky"	"Brooklyn"	61	9.53	95.32	4.68	240	"Entire home/apt"	1	2411.6	3551.2	172	167	339
14928996	32545798	"Sasha"	"Brooklyn"	67	9.53	95.27	4.73	213	"Private room"	1	1757.4	4379.4	0	34	34
5065185	10428997	"Marta"	"Manhattan"	102	9.18	91.78	8.22	270	"Entire home/apt"	3	2450.2	3540.2	19	24	43
4476253	18280046	"Jessica"	"Manhattan"	65	9.45	94.48	5.52	308	"Entire home/apt"	2	4256.2	4946.6	0	11	11
182095	872805	"Mike"	"Manhattan"	111	9.41	94.07	5.93	311	"Entire home/apt"	3	3780.3	4392	53	55	108
1494527	7988149	"Moses"	"Brooklyn"	146	9.52	95.2	4.8	332	"Entire home/apt"	2	3035.5	4478.2	149	145	294
9509218	49275064	"Chelsea"	"Manhattan"	73	9.27	92.65	7.35	283	"Entire home/apt"	2	3444.7	3297.4	26	30	56
15675714	92343003	"Itzel"	"Queens"	29	9.21	92.09	7.91	171	"Private room"	1	1620.2	1777	149	145	294
9444300	48944346	"Samantha"	"Brooklyn"	89	9.02	90.2	9.8	161	"Private room"	1	1523.7	1972.2	0	17	17
3741945	18836774	"Jime"	"Manhattan"	103	9.4	94.02	5.98	218	"Private room"	1	1695.3	3163	277	266	543
15898592	47652911	"Natalia"	"Brooklyn"	87	9.58	95.77	4.23	211	"Private room"	2	1788.4	3316.9	12	18	30
15633510	17328624	"Marcus"	"Brooklyn"	80	8.65	86.52	13.48	306	"Entire home/apt"	2	3751.2	3936.8	139	136	275
747344	3011406	"Ellie"	"Brooklyn"	129	8.66	86.57	13.43	309	"Entire home/apt"	4	2936.5	4851.2	47	50	97
17366161	21153954	"Michael"	"Brooklyn"	68	9.6	96.03	3.97	180	"Private room"	2	1646.6	3680.4	47	50	97
15069564	4095135	"Julia"	"Brooklyn"	67	9.07	90.75	9.25	249	"Private room"	2	2043.3	3305.6	91	90	181
9959880	29871124	"Pieter"	"Manhattan"	70	9.3	93	7	173	"Private room"	1	1400.7	3522.2	0	30	30
8989320	15105912	"Maribel"	"Manhattan"	117	8.33	83.28	16.72	287	"Entire home/apt"	3	4420	4601.3	251	242	493
2127377	2994619	"Marie-Louise"	"Brooklyn"	70	9.75	97.53	2.47	317	"Entire home/apt"	3	4303.2	5036.2	116	114	230
3003729	9078003	"Veronika"	"Brooklyn"	106	8.93	89.27	10.73	288	"Entire home/apt"	3	2503.3	4038	347	328	675
9536104	49395903	"Ethan"	"Manhattan"	76	7.58	75.78	24.22	149	"Private room"	1	1294.2	2810.3	0	14	14
13122318	2689908	"Emily"	"Brooklyn"	109	9.68	96.77	3.23	185	"Private room"	2	1655.5	1980.3	16	21	37
223926	1161201	"Pete"	"Brooklyn"	135	9.01	90.14	9.86	220	"Private room"	3	1824.6	3327.7	179	174	353
17333490	38645342	"Attila"	"Brooklyn"	82	9.78	97.79	2.21	212	"Private room"	1	1775.7	3492.5	37	40	77
16215078	105941538	"Leob"	"Brooklyn"	37	9.71	97.1	2.9	180	"Private room"	7	1589.1	2285.2	5	12	17
8240016	36791609	"Paul"	"Brooklyn"	126	8.91	89.13	10.87	236	"Entire home/apt"	1	2178.4	4119.8	286	275	561
544331	2676438	"Srdjan"	"Manhattan"	86	9.49	94.89	5.11	270	"Entire home/apt"	365	3047.9	4845.6	0	10	10
4218129	21641206	"Veronica"	"Brooklyn"	144	8.98	89.76	10.24	186	"Private room"	1	1643.4	2446.8	336	319	655
11611213	12704850	"Andrey"	"Brooklyn"	94	9.76	97.6	2.4	172	"Private room"	6	1516.7	2430.1	47	50	97
658932	3323929	"Erika"	"Queens"	60	9.18	91.75	8.25	206	"Private room"	1	1820.8	3071.7	365	337	702
10165313	47554473	"Mae"	"Brooklyn"	79	9.74	97.39	2.61	262	"Entire home/apt"	3	2190.1	4133.8	365	319	684
271043	1418626	"Eddie"	"Brooklyn"	100	9.53	95.31	4.69	266	"Entire home/apt"	2	3948	4757.1	79	79	158
13359798	4413028	"Michael"	"Queens"	39	9.79	97.85	2.15	257	"Entire home/apt"	2	3058.9	4089.2	0	20	20
6912675	36225155	"Maria"	"Brooklyn"	91	9.62	96.24	3.76	217	"Private room"	4	1788.2	2204.2	362	338	700
5849441	2140656	"Marla"	"Manhattan"	96	9.08	90.85	9.15	272	"Entire home/apt"	3	2410.9	3518.7	112	110	222
2543343	2675644	"Melissa"	"Staten Island"	70	7.64	76.36	23.64	206	"Private room"	2	1687.9	1879.2	355	335	690
6257586	11757212	"Christina"	"Brooklyn"	118	8.89	88.86	11.14	173	"Private room"	1	1542.2	2569.8	352	332	684
6627553	16941743	"Ernesto"	"Queens"	59	9.86	98.58	1.42	151	"Private room"	2	1519.4	2636.8	100	99	199
13866541	61961	"Max"	"Manhattan"	100	9.38	93.82	6.18	238	"Private room"	1	1785.8	4439.3	304	291	595
18008747	119690853	"Victor & Lucy"	"Manhattan"	71	9.15	91.48	8.52	266	"Entire home/apt"	2	2168.9	2637.4	79	79	158
8951480	46787065	"C"	"Manhattan"	54	8.38	83.75	16.25	236	"Entire home/apt"	7	3400.2	3873.5	0	19	19
1156374	5599486	"John"	"Brooklyn"	79	9.59	95.91	4.09	255	"Entire home/apt"	10	4590.8	4736.5	0	19	19
11775483	116382	"Anthony"	"Brooklyn"	126	9.07	90.65	9.35	117	"Private room"	1	1298.4	2102.6	221	214	435
13378820	10859834	"Brian"	"Brooklyn"	106	8.83	88.3	11.7	275	"Entire home/apt"	1	3997.1	5331	331	316	647
746309	2203133	"Paulo"	"Manhattan"	133	9.47	94.71	5.29	293	"Private room"	1	2252.4	4592.2	308	295	603
2623348	13435721	"Michael"	"Manhattan"	78	9.35	93.46	6.54	231	"Private room"	1	1701.4	3850.8	194	188	382
11622385	61554691	"Justyna"	"Queens"	34	8.45	84.47	15.53	136	"Private room"	10	1458.1	2466.1	256	247	503
2046131	5201012	"Sean"	"Manhattan"	145	9.3	93.04	6.96	302	"Entire home/apt"	1	3167.5	5386	266	256	522
15199186	60881179	"Shannon"	"Manhattan"	39	9.11	91.06	8.94	292	"Entire home/apt"	2	3186.1	4336.4	2	10	12
8720684	117765	"Vanessa"	"Brooklyn"	53	9.62	96.17	3.83	242	"Shared room"	1	1730.8	3233.4	0	28	28
17284471	1409823	"Fernando"	"Brooklyn"	20	9.52	95.23	4.77	215	"Private room"	7	1826.6	3422.2	57	59	116
9696307	25499953	"Magdalena"	"Manhattan"	63	3.5	35.02	64.98	244	"Entire home/apt"	2	2126.8	3161.2	0	28	28
13980004	9624300	"Keiko"	"Brooklyn"	81	9.7	97.03	2.97	265	"Entire home/apt"	365	2386.1	3786.8	17	22	39
2136200	721463	"Guy"	"Manhattan"	37	9.51	95.11	4.89	269	"Private room"	21	2029.5	4964.2	364	336	700
8472812	9295237	"Noelle"	"Manhattan"	55	9.4	94.02	5.98	263	"Entire home/apt"	3	2676.8	3820.3	0	13	13
6778747	893419	"Evangelos"	"Manhattan"	115	8.36	83.63	16.37	396	"Entire home/apt"	3	3416.1	6695.8	266	256	522
16392514	107382521	"Adam"	"Manhattan"	93	9.33	93.34	6.66	233	"Private room"	1	1796.5	3845.3	9	16	25
17552327	45317933	"Dan"	"Queens"	52	9.21	92.12	7.88	220	"Private room"	5	1941.3	2055	53	55	108
1147836	2285895	"Idan & Or"	"Manhattan"	99	9.42	94.19	5.81	299	"Private room"	2	2287.9	2975.4	122	120	242
2656101	13595585	"Kate"	"Manhattan"	84	9.44	94.41	5.59	262	"Private room"	1	1936	4363.8	0	14	14
563434	2770752	"Christopher"	"Brooklyn"	39	7.63	76.32	23.68	325	"Entire home/apt"	3	3643.1	4418.4	10	17	27
1286972	6999690	"Katherine"	"Manhattan"	125	8.73	87.29	12.71	226	"Private room"	2	1740.5	3496.1	29	33	62
16366668	106549547	"Christina"	"Manhattan"	93	9.26	92.6	7.4	302	"Entire home/apt"	2	2907.1	4189.7	44	47	91
1914787	9509269	"Carlos"	"Queens"	66	9.21	92.08	7.92	203	"Private room"	3	1806.3	1864.5	318	304	622
17015828	12007038	"JoAnna"	"Brooklyn"	37	8.21	82.06	17.94	158	"Private room"	2	1505.2	2730.9	33	37	70
7052861	25915566	"Christine"	"Brooklyn"	98	9.65	96.49	3.51	269	"Entire home/apt"	5	2556.4	4901.3	0	15	15
1909648	6371579	"Joanne"	"Manhattan"	76	9.16	91.57	8.43	285	"Entire home/apt"	7	5271.2	2779.3	0	21	21
3627720	18275509	"Carol"	"Brooklyn"	63	8.82	88.22	11.78	254	"Entire home/apt"	1	3711.2	4570.5	364	337	701
4917323	25326314	"Cherrie"	"Brooklyn"	122	7.71	77.12	22.88	296	"Entire home/apt"	2	3242.6	4687.6	122	120	242
9714004	50148553	"Anna"	"Manhattan"	76	8.3	83.05	16.95	300	"Entire home/apt"	3	4255.8	3939.3	94	93	187
15216398	3360346	"Christen"	"Brooklyn"	98	9.61	96.12	3.88	196	"Private room"	3	1664.8	3802.4	36	39	75
3906390	19472365	"Jesse"	"Brooklyn"	37	7.75	77.54	22.46	264	"Entire home/apt"	3	2845.2	4355.2	364	337	701
14499400	2024671	"Ashley"	"Brooklyn"	78	9.67	96.73	3.27	195	"Private room"	3	1671.5	2363.2	143	140	283
7698642	40221604	"John And William"	"Manhattan"	98	9.39	93.87	6.13	230	"Private room"	1	1694.9	3058.8	316	302	618
5647762	2964953	"Kyle"	"Manhattan"	80	8.63	86.35	13.65	175	"Private room"	14	1385.7	2995	151	147	298
6955018	36462687	"Deborah"	"Manhattan"	88	9.34	93.44	6.56	233	"Private room"	5	1721.5	3670	59	61	120
9976626	26968002	"Jon"	"Manhattan"	63	9.1	90.97	9.03	352	"Entire home/apt"	2	2814	5388.6	0	28	28
8389603	32588705	"Abraham"	"Manhattan"	78	9.33	93.3	6.7	249	"Entire home/apt"	2	1994.5	3387.9	0	14	14
15988922	25558327	"Jenny"	"Queens"	50	9.76	97.59	2.41	275	"Entire home/apt"	2	3499.8	4065.9	291	279	570
15543090	99392252	"Michael"	"Brooklyn"	111	9.1	90.97	9.03	195	"Private room"	1	1693.2	2870.5	246	237	483
245574	1288460	"Al-"	"Brooklyn"	136	8.94	89.42	10.58	292	"Entire home/apt"	2	2666.7	3742.5	302	289	591
17269342	114890218	"Marc"	"Manhattan"	46	9.23	92.33	7.67	282	"Entire home/apt"	7	4051.4	4861.2	21	25	46
4994058	25747773	"Ellen!"	"Manhattan"	62	9.32	93.15	6.85	268	"Private room"	5	2016.4	3866.3	0	29	29
12025968	63403077	"Sebastian"	"Manhattan"	105	8.67	86.7	13.3	203	"Private room"	2	1535.2	2775.8	64	65	129
6416714	24448775	"Mo"	"Brooklyn"	83	9.74	97.4	2.6	223	"Private room"	4	1845.1	3589.8	0	12	12
12624890	657869	"J"	"Manhattan"	88	9.12	91.19	8.81	144	"Shared room"	4	942.7	2614.7	33	37	70
905425	4843750	"Painter"	"Brooklyn"	123	9.6	95.99	4.01	278	"Entire home/apt"	3	3308.4	3793	324	309	633
4558050	23628935	"Patrick"	"Manhattan"	120	8.62	86.23	13.77	200	"Private room"	2	1547.5	3016.1	268	258	526
17042818	114376943	"Corinthians"	"Bronx"	15	9.88	98.84	1.16	159	"Private room"	1	1568.6	3150.9	135	132	267
17492408	47735494	"Iris"	"Queens"	29	9.21	92.08	7.92	162	"Private room"	1	1588.4	3358.6	50	52	102
10050665	19899632	"Rachael"	"Brooklyn"	90	9.65	96.48	3.52	186	"Private room"	2	1601.8	2837.2	0	16	16
4412256	22902988	"Octavia"	"Manhattan"	89	7.57	75.7	24.3	232	"Private room"	2	1711	3190	0	14	14
15037640	144705	"Deanna"	"Brooklyn"	57	9.61	96.14	3.86	151	"Private room"	1	1475	2663.3	0	21	21
10138870	52031473	"Hanna"	"Manhattan"	51	9.4	94.03	5.97	236	"Private room"	2	1760.1	4147.3	93	92	185
2598767	2058754	"Manzi"	"Manhattan"	97	8.87	88.65	11.35	234	"Private room"	1	1783.8	3403.5	322	308	630
9865506	26920640	"Kendall"	"Manhattan"	74	8.54	85.37	14.63	303	"Entire home/apt"	2	2681.9	4115	0	10	10
16179907	105644033	"Shalisha"	"Manhattan"	59	9.14	91.43	8.57	204	"Shared room"	3	1198.6	3026.5	364	338	702
11742647	19962052	"Thikshan"	"Manhattan"	86	8.77	87.67	12.33	241	"Private room"	2	1801.3	3048.3	0	17	17
9180537	8919145	"Jason"	"Brooklyn"	97	9.52	95.16	4.84	240	"Private room"	2	2004.2	3054.4	358	337	695
15508035	99626841	"Andrew"	"Brooklyn"	86	9.72	97.19	2.81	192	"Private room"	2	1670	2396.6	152	148	300
177606	849492	"Kathrine"	"Manhattan"	112	8.48	84.77	15.23	297	"Entire home/apt"	4	2574.5	4043.3	351	331	682
4603551	1149936	"Sofia"	"Queens"	61	9.81	98.07	1.93	218	"Private room"	2	1911.5	3249.5	128	125	253
487872	1385601	"K. N. H."	"Brooklyn"	68	9.78	97.76	2.24	161	"Private room"	7	1482.3	3380.6	142	139	281
14149765	51262849	"Amy"	"Manhattan"	82	9.41	94.14	5.86	256	"Private room"	2	1926.4	3779.8	89	89	178
268549	1378790	"Linlin"	"Manhattan"	118	9.49	94.89	5.11	201	"Private room"	3	1520.4	2590.6	79	79	158
16347171	19655631	"Tali"	"Brooklyn"	64	7.89	78.88	21.12	235	"Entire home/apt"	6	2681.2	3986.5	58	60	118
9894602	10456845	"Taylor"	"Queens"	41	9.86	98.55	1.45	197	"Private room"	1	1774.4	3828.7	0	11	11
7110032	526338	"Frederick"	"Brooklyn"	109	9.71	97.11	2.89	240	"Entire home/apt"	1	3873.1	2599.3	94	93	187
3191678	9122601	"Yan"	"Bronx"	19	9.25	92.5	7.5	214	"Private room"	4	1943.6	3725.2	291	279	570
1073635	4243849	"Emma"	"Brooklyn"	141	9.54	95.45	4.55	287	"Entire home/apt"	2	3279.1	4259.2	221	214	435
9596551	37058836	"Andrew"	"Manhattan"	24	9.27	92.66	7.34	329	"Entire home/apt"	1	3615.4	5091.8	0	16	16
8063845	35983559	"Laura"	"Brooklyn"	89	8.17	81.68	18.32	215	"Private room"	4	1851.7	2625.7	201	195	396
5251340	17129810	"Jeffrey"	"Brooklyn"	103	9.02	90.15	9.85	200	"Private room"	1	1716.5	3318.9	275	264	539
742779	3889339	"Stacey"	"Manhattan"	77	9.11	91.14	8.86	325	"Entire home/apt"	6	3600.1	4531	178	173	351
14859556	1226782	"C??me"	"Brooklyn"	87	9.09	90.87	9.13	232	"Private room"	2	1936.6	3262.2	59	61	120
10136980	52022476	"Ana"	"Brooklyn"	66	9.62	96.2	3.8	260	"Private room"	1	2182.4	4920	139	136	275
16505757	22864208	"Rustam"	"Brooklyn"	91	9.79	97.93	2.07	177	"Private room"	1	1515.7	2188.1	297	285	582
1888006	9820942	"Erica And Jorel"	"Brooklyn"	138	8.98	89.85	10.15	185	"Private room"	1	1632	4962.1	300	288	588
14826817	92720308	"Sidney"	"Brooklyn"	96	9.75	97.54	2.46	255	"Private room"	1	2126.1	3060.3	305	292	597
16274292	106437594	"Lance"	"Manhattan"	46	9.51	95.07	4.93	278	"Private room"	3	2072.2	4325.9	7	14	21
16462665	45792947	"Erika"	"Brooklyn"	93	9.52	95.19	4.81	223	"Private room"	1	1843.5	2931.4	335	319	654
11507776	50124193	"Eric"	"Brooklyn"	68	9.61	96.13	3.87	180	"Private room"	4	1577.1	3492	0	23	23
5191347	26852347	"Erin"	"Manhattan"	71	9.43	94.28	5.72	263	"Private room"	1	1984	4702.4	0	15	15
6868147	3033661	"Kyle"	"Brooklyn"	82	9.55	95.53	4.47	226	"Entire home/apt"	6	2366.1	3295	0	25	25
356729	954367	"Christopher"	"Manhattan"	92	8.53	85.31	14.69	215	"Private room"	2	1633.7	2976.2	63	64	127
4038988	20858371	"Itamar"	"Manhattan"	98	7.18	71.8	28.2	190	"Private room"	1	1453.4	3163.3	180	174	354
15998452	103299468	"Loretta"	"Manhattan"	71	9.46	94.57	5.43	254	"Entire home/apt"	1	3011.5	3783.8	171	166	337
9760592	26350694	"Kate"	"Manhattan"	103	9.46	94.61	5.39	304	"Entire home/apt"	3	3210.1	5602.7	22	26	48
4026150	16514175	"Hector Fabian"	"Queens"	76	8.99	89.88	10.12	181	"Entire home/apt"	3	2634.8	2809.8	195	189	384
14650067	28124460	"Barbara"	"Manhattan"	94	9.45	94.5	5.5	208	"Private room"	1	1526	3260.8	0	13	13
16393554	1482059	"Erin"	"Manhattan"	88	9.22	92.2	7.8	334	"Entire home/apt"	2	2807.2	4569.7	154	150	304
10115781	10221694	"Zhamal"	"Brooklyn"	74	9.76	97.56	2.44	220	"Private room"	1	1820.9	4036.4	0	10	10
15524161	98726662	"Lei"	"Brooklyn"	79	8.2	81.96	18.04	136	"Private room"	1	1346.6	2448.4	33	37	70
4164672	3654097	"Doug & Rosanne"	"Bronx"	27	9.25	92.47	7.53	196	"Private room"	4	1784.9	2959.9	133	130	263
1220962	6503339	"Kristine"	"Queens"	50	7.28	72.84	27.16	234	"Private room"	2	1995.9	4056.1	362	338	700
15215464	85481816	"Fangfang"	"Manhattan"	83	9.45	94.49	5.51	326	"Entire home/apt"	2	3788.6	4343.5	109	108	217
16186929	279455	"Konstantin"	"Brooklyn"	63	9.54	95.38	4.62	254	"Private room"	1	2119	2452.3	341	322	663
870246	1872543	"Nina"	"Brooklyn"	87	9.06	90.62	9.38	198	"Private room"	2	1713.1	4349.3	323	309	632
9689359	50045329	"Joann"	"Brooklyn"	98	8.76	87.62	12.38	280	"Entire home/apt"	3	3621.9	3275.4	290	278	568
7411044	38827405	"John"	"Manhattan"	106	9.4	93.98	6.02	271	"Private room"	3	2051.7	3830.1	33	37	70
